hs_code,product_desc,unit,general_rate,applicable_origin
0302.89.50.40,Cusk,"[""kg""]",,ALL
0302.89.50.49,Shad and sturgeon,"[""kg""]",,ALL
0302.89.50.52,Sable fish (Anoplopoma fimbria),"[""kg""]",,ALL
0302.89.50.55,Ocean perch,"[""kg""]",,ALL
0302.89.50.58,Snapper (Lutjanidae),"[""kg""]",,ALL
0302.89.50.61,Grouper,"[""kg""]",,ALL
0302.89.50.64,Lingcod (Ophiodon elongatus),"[""kg""]",,ALL
0302.89.50.67,Monkfish (Lophius spp.),"[""kg""]",,ALL
0302.89.50.70,Atka mackerel (Atkafish) (Pleurogrammus monopterygius),"[""kg""]",,ALL
0302.89.50.72,Dolphin fish (mahi mahi) (Coryphaena spp.),"[""kg""]",,ALL
0302.89.50.77,Other,"[""kg""]",,ALL
0302.91.20.00,Sturgeon roe,"[""kg""]",15.00%,ALL
0302.91.40,Other,,Free,ALL
0302.91.40.10,Mullet roe,"[""kg""]",,ALL
0302.91.40.90,Other,"[""kg""]",,ALL
0302.92.00.00,Shark fins,"[""kg""]",Free,ALL
0302.99.00.00,Other,"[""kg""]",Free,ALL
0303.11.00.00,Sockeye salmon (red salmon) (Oncorhynchus nerka),"[""kg""]",Free,ALL
0303.12.00,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,Free,ALL
0303.12.00.12,Chinook (king),"[""kg""]",,ALL
0303.12.00.22,Chum (dog),"[""kg""]",,ALL
0303.12.00.32,Pink (humpie),"[""kg""]",,ALL
0303.12.00.52,Coho (silver),"[""kg""]",,ALL
0303.12.00.62,Other,"[""kg""]",,ALL
0303.13.00.00,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),"[""kg""]",Free,ALL
0303.14.00.00,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","[""kg""]",Free,ALL
0303.19.01.00,Other,"[""kg""]",Free,ALL
0303.23.00.00,Tilapias (Oreochromis spp.),"[""kg""]",Free,ALL
0303.24.00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,Free,ALL
0303.24.00.10,Ictalurus spp.,"[""kg""]",,ALL
0303.24.00.20,Pangasius spp. including basa and tra,"[""kg""]",,ALL
0303.24.00.50,Other,"[""kg""]",,ALL
0303.25.01.00,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","[""kg""]",Free,ALL
0303.26.00.00,Eels (Anguilla spp.),"[""kg""]",Free,ALL
0303.29.01,Other,,Free,ALL
0303.29.01.10,Nile perch,"[""kg""]",,ALL
0303.29.01.50,Other,"[""kg""]",,ALL
0303.31.00,"Halibut and Greenland turbot (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",,Free,ALL
0303.31.00.10,Atlantic halibut (Hippoglossus hippoglossus),"[""kg""]",,ALL
0303.31.00.20,Pacific halibut (Hippoglossus stenolepis),"[""kg""]",,ALL
0303.31.00.30,Greenland turbot (Greenland halibut) (Reinhardtius hippoglossoides),"[""kg""]",,ALL
0303.32.00.00,Plaice (Pleuronectes platessa),"[""kg""]",Free,ALL
0303.33.00.00,Sole (Solea spp.),"[""kg""]",1.1¢/kg,ALL
0303.34.00.00,Turbots (Psetta maxima),"[""kg""]",1.1¢/kg,ALL
0303.39.01,Other,,1.1¢/kg,ALL
0303.39.01.10,Flounder,"[""kg""]",,ALL
0303.39.01.20,Rock sole (Pleuronectes bilineatus),"[""kg""]",,ALL
0303.39.01.30,Yellowfin sole (Pleuronectes asper),"[""kg""]",,ALL
0303.39.01.95,Other,"[""kg""]",,ALL
0303.41.00.00,Albacore or longfinned tunas (Thunnus alalunga),"[""kg""]",Free,ALL
0303.42.00,Yellowfin tunas (Thunnus albacares),,Free,ALL
0303.42.00.20,Whole fish,"[""kg""]",,ALL
0303.42.00.40,Head-on,"[""kg""]",,ALL
0303.42.00.60,Other,"[""kg""]",,ALL
0303.43.00.00,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),"[""kg""]",Free,ALL
0303.44.00.00,Bigeye tunas (Thunnus obesus),"[""kg""]",Free,ALL
0303.45.01,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",,Free,ALL
0303.45.01.10,Thunnus thynnus,"[""kg""]",,ALL
0303.45.01.50,Thunnus orientalis,"[""kg""]",,ALL
0303.46.00.00,Southern bluefin tunas (Thunnus maccoyii),"[""kg""]",Free,ALL
0303.49.02.00,Other,"[""kg""]",Free,ALL
0303.51.00.00,"Herrings (Clupea harengus, Clupea pallasii)","[""kg""]",Free,ALL
0303.53.00.00,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","[""kg""]",1.1¢/kg,ALL
0303.54.00.00,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","[""kg""]",Free,ALL
0303.55.00.00,Jack and horse mackerel (Trachurus spp.),"[""kg""]",Free,ALL
0303.56.00.00,Cobia (Rachycentron canadum),"[""kg""]",Free,ALL
0303.57.00,Swordfish (Xiphias gladius),,Free,ALL
0303.57.00.10,Steaks,"[""kg""]",,ALL
0303.57.00.90,Other,"[""kg""]",,ALL
0303.59.00.00,Other,"[""kg""]",Free,ALL
0303.63.00,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,Free,ALL
0303.63.00.10,Atlantic,"[""kg""]",,ALL
0303.63.00.90,Other,"[""kg""]",,ALL
0303.64.00.00,Haddock (Melanogrammus aeglefinus),"[""kg""]",Free,ALL
0303.65.00.00,Coalfish (Pollachius virens),"[""kg""]",Free,ALL
0303.66.00.00,"Hake (Merluccius spp., Urophycis spp.)","[""kg""]",Free,ALL
0303.67.00.00,Alaska pollock (Theragra chalcogramma),"[""kg""]",Free,ALL
0303.68.00.00,"Blue whitings (Micromesistius poutassou, Micromesistius australis)","[""kg""]",Free,ALL
0303.69.00.00,Other,"[""kg""]",Free,ALL
0303.81.00,Dogfish and other sharks,,1.1¢/kg,ALL
0303.81.00.11,Dogfish (Squalus spp.),"[""kg""]",,ALL
0303.81.00.91,Other,"[""kg""]",,ALL
0303.82.00.00,Rays and skates (Rajidae),"[""kg""]",Free,ALL
0303.83.00.00,Toothfish (Dissostichus spp.),"[""kg""]",Free,ALL
0303.84.00.00,Sea Bass (Dicentrachus spp.),"[""kg""]",Free,ALL
0303.89.00,Other,,Free,ALL
0303.89.00.01,Sea smelts,"[""kg""]",,ALL
0303.89.00.04,Other smelts,"[""kg""]",,ALL
0303.89.00.10,Cusk,"[""kg""]",,ALL
0303.89.00.13,Shad and sturgeon,"[""kg""]",,ALL
0303.89.00.28,Pike and pickerel,"[""kg""]",,ALL
0303.89.00.31,Perch and pike perch (including yellow pike),"[""kg""]",,ALL
0303.89.00.34,Sauger,"[""kg""]",,ALL
0303.89.00.37,Whitefish,"[""kg""]",,ALL
0303.89.00.40,"Tilapias, other than Oreochromis spp.","[""kg""]",,ALL
0303.89.00.43,Other,"[""kg""]",,ALL
0303.89.00.46,Atka mackerel (Atkafish) (Pleurogrammus monopterygius),"[""kg""]",,ALL
0303.89.00.49,Mullet,"[""kg""]",,ALL
0303.89.00.52,Monkfish (Lophius spp.),"[""kg""]",,ALL
0303.89.00.55,Butterfish,"[""kg""]",,ALL
0303.89.00.58,Capelin,"[""kg""]",,ALL
0303.89.00.61,Sable fish (Anoplopoma fimbria),"[""kg""]",,ALL
0303.89.00.64,Ocean perch,"[""kg""]",,ALL
0303.89.00.67,Snapper (Lutjanidae spp.),"[""kg""]",,ALL
0303.89.00.70,Grouper,"[""kg""]",,ALL
0303.89.00.80,Other,"[""kg""]",,ALL
0303.91.20.00,Sturgeon roe,"[""kg""]",15.00%,ALL
0303.91.40,Other,,Free,ALL
0303.91.40.20,Herring roe,"[""kg""]",,ALL
0303.91.40.40,Salmon roe,"[""kg""]",,ALL
0303.91.40.50,Alaska pollock (Theragra chalcogramma) roe,"[""kg""]",,ALL
0303.91.40.60,Mullet roe,"[""kg""]",,ALL
0303.91.40.95,Other,"[""kg""]",,ALL
0303.92.00.00,Shark fins,"[""kg""]",1.1¢/kg,ALL
0303.99.00.00,Other,"[""kg""]",Free,ALL
0304.31.00.00,Tilapias (Oreochromis spp.),"[""kg""]",Free,ALL
0304.32.00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,Free,ALL
0304.32.00.10,Ictalurus spp.,"[""kg""]",,ALL
0304.32.00.20,Pangasius spp. including basa and tra,"[""kg""]",,ALL
0304.32.00.90,Other,"[""kg""]",,ALL
0304.33.00.00,Nile perch (Lates niloticus),"[""kg""]",Free,ALL
0304.39.00.00,Other,"[""kg""]",Free,ALL
0304.41.00,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) Atlantic Salmon (Salmo salar) and Danube salmon (Hucho hucho)",,Free,ALL
0304.41.00.10,Farmed,"[""kg""]",,ALL
0304.41.00.20,Not Farmed,"[""kg""]",,ALL
0304.41.00.90,Other,"[""kg""]",,ALL
0304.42.00.00,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae Oncorhynchus apache, and Oncorhynchus chrysogaster)","[""kg""]",Free,ALL
0304.43.00,"Flat Fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae, and Citharidae)",,Free,ALL
0304.43.00.10,Sole,"[""kg""]",,ALL
0304.43.00.15,Paice,"[""kg""]",,ALL
0304.43.00.20,Flounder,"[""kg""]",,ALL
0304.43.00.25,"Greenland turbot (Greenland halibut), (Reinhardtius hippoglossoides)","[""kg""]",,ALL
0304.43.00.90,Other,"[""kg""]",,ALL
0304.44.00,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,Free,ALL
0304.44.00.10,Atlantic Cod,"[""kg""]",,ALL
0304.44.00.15,Other,"[""kg""]",,ALL
0304.44.00.20,Haddock,"[""kg""]",,ALL
0304.44.00.25,Pollock,"[""kg""]",,ALL
0304.44.00.30,Hake,"[""kg""]",,ALL
0304.44.00.90,Other,"[""kg""]",,ALL
0304.45.00.00,Swordfish (Xiphias gladius),"[""kg""]",Free,ALL
0304.46.00.00,Toothfish (Dissostichus spp.),"[""kg""]",Free,ALL
0304.47.00.00,Dogfish and other sharks,"[""kg""]",Free,ALL
0304.48.00.00,Rays and skates (Rajidae),"[""kg""]",Free,ALL
0304.49.01,Other,,Free,ALL
0304.49.01.03,Pike,"[""kg""]",,ALL
0304.49.01.06,Pickerel,"[""kg""]",,ALL
0304.49.01.09,Whitefish,"[""kg""]",,ALL
0304.49.01.12,"Tilapia, other than Oreochromis spp.","[""kg""]",,ALL
0304.49.01.15,Other,"[""kg""]",,ALL
0304.49.01.20,Atlantic ocean perch,"[""kg""]",,ALL
0304.49.01.25,Cusk,"[""kg""]",,ALL
0304.49.01.90,Other,"[""kg""]",,ALL
0304.51.01,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,Free,ALL
0304.51.01.10,Ictalurus spp.,"[""kg""]",,ALL
0304.51.01.15,"Pangasius spp., including basa and tra","[""kg""]",,ALL
0304.51.01.20,Nile Perch,"[""kg""]",,ALL
0304.51.01.25,Tilapias (Oreochromis spp.),"[""kg""]",,ALL
0304.51.01.90,Other,"[""kg""]",,ALL
0304.52.00,Salmonidae,,Free,ALL
0304.52.00.10,Farmed,"[""kg""]",,ALL
0304.52.00.15,Not farmed,"[""kg""]",,ALL
0304.52.00.20,Other salmon,"[""kg""]",,ALL
0304.52.00.90,Other,"[""kg""]",,ALL
0304.53.00,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,Free,ALL
0304.53.00.10,Atlantic Cod,"[""kg""]",,ALL
0304.53.00.15,Other,"[""kg""]",,ALL
0304.53.00.20,Haddock,"[""kg""]",,ALL
0304.53.00.25,Pollock,"[""kg""]",,ALL
0304.53.00.30,Hake,"[""kg""]",,ALL
0304.53.00.90,Other,"[""kg""]",,ALL
0304.54.00.00,Swordfish (Xiphias gladius),"[""kg""]",Free,ALL
0304.55.00.00,Toothfish (Dissostichus spp.),"[""kg""]",Free,ALL
0304.56.00.00,Dogfish and other sharks,"[""kg""]",Free,ALL
0304.57.00.00,Rays and skates (Rajidae),"[""kg""]",Free,ALL
0304.59.00,Other,,Free,ALL
0304.59.00.03,Yellow perch,"[""kg""]",,ALL
0304.59.00.06,Pike perch (including yellow pike),"[""kg""]",,ALL
0304.59.00.09,Other,"[""kg""]",,ALL
0304.59.00.15,Pike,"[""kg""]",,ALL
0304.59.00.20,Pickerel,"[""kg""]",,ALL
0304.59.00.25,Whitefish,"[""kg""]",,ALL
0304.59.00.30,Tilapia other than Oreochromis spp.,"[""kg""]",,ALL
0304.59.00.36,Other,"[""kg""]",,ALL
0304.59.00.40,Sole,"[""kg""]",,ALL
0304.59.00.45,Plaice,"[""kg""]",,ALL
0304.59.00.50,Flounder,"[""kg""]",,ALL
0304.59.00.55,"Greenland turbot (Greenland halibut), (Reinhardtius hippoglossoides)","[""kg""]",,ALL
0304.59.00.61,Other,"[""kg""]",,ALL
0304.59.00.65,Atlantic ocean perch,"[""kg""]",,ALL
0304.59.00.70,Cusk,"[""kg""]",,ALL
0304.59.00.91,Other,"[""kg""]",,ALL
0304.61.00.00,Tilapias (Oreochromis spp.),"[""kg""]",Free,ALL
0304.62.00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,Free,ALL
0304.62.00.10,Ictalurus spp.,"[""kg""]",,ALL
0304.62.00.20,Pangasius spp. (including basa and tra),"[""kg""]",,ALL
0304.62.00.30,Other Siluriformes,"[""kg""]",,ALL
0304.62.00.90,Other,"[""kg""]",,ALL
0304.63.00.00,Nile perch (Lates niloticus),"[""kg""]",Free,ALL
0304.69.00.00,Other,"[""kg""]",Free,ALL
0304.71.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.71.50.00,Other,"[""kg""]",Free,ALL
0304.72.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.72.50.00,Other,"[""kg""]",Free,ALL
0304.73.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.73.50.00,Other,"[""kg""]",Free,ALL
0304.74.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.74.50.00,Other,"[""kg""]",Free,ALL
0304.75.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.75.50.00,Other,"[""kg""]",Free,ALL
0304.79.10,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",,Free,ALL
0304.79.10.10,Pollock other than Alaska pollock,"[""kg""]",,ALL
0304.79.10.15,Whiting (Merluccius spp.),"[""kg""]",,ALL
0304.79.10.90,Other,"[""kg""]",,ALL
0304.79.50.00,Other,"[""kg""]",Free,ALL
0304.81.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.81.50,Other,,Free,ALL
0304.81.50.10,Atlantic salmon (Salmo salar),"[""kg""]",,ALL
0304.81.50.90,Other,"[""kg""]",,ALL
0304.82.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions","[""kg""]",Free,ALL
0304.82.50.00,Other,"[""kg""]",Free,ALL
0304.83.10,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",,Free,ALL
0304.83.10.10,Greenland turbot (Greenland halibut) (Reinhardtius hippoglossoides),"[""kg""]",,ALL
0304.83.10.15,Sole,"[""kg""]",,ALL
0304.83.10.20,Flounder,"[""kg""]",,ALL
0304.83.10.25,Halibut,"[""kg""]",,ALL
0304.83.10.30,Turbot,"[""kg""]",,ALL
0304.83.10.90,Other,"[""kg""]",,ALL
0304.83.50,Other,,Free,ALL
0304.83.50.10,Greenland turbot (Greenland halibut) (Reinhardtius hippoglossoides),"[""kg""]",,ALL
0304.83.50.15,Sole,"[""kg""]",,ALL
0304.83.50.20,Flounder,"[""kg""]",,ALL
0304.83.50.25,Halibut,"[""kg""]",,ALL
0304.83.50.30,Turbot,"[""kg""]",,ALL
0304.83.50.90,Other,"[""kg""]",,ALL
0304.84.00.00,Swordfish (Xiphias gladius),"[""kg""]",Free,ALL
0304.85.00.00,Toothfish (Dissostichus spp.),"[""kg""]",Free,ALL
0304.86.00.00,"Herrings (Clupea harengus, Clupea pallasii)","[""kg""]",Free,ALL
0304.87.00.00,"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)","[""kg""]",Free,ALL
0304.88.00.00,"Dogfish, other sharks, rays and skates (Rajidae)","[""kg""]",Free,ALL
0304.89.10,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",,Free,ALL
0304.89.10.10,Ocean catfish (wolf fish),"[""kg""]",,ALL
0304.89.10.15,Pickerel,"[""kg""]",,ALL
0304.89.10.20,Sauger,"[""kg""]",,ALL
0304.89.10.25,Atlantic ocean perch,"[""kg""]",,ALL
0304.89.10.30,Other ocean perch,"[""kg""]",,ALL
0304.89.10.35,Other,"[""kg""]",,ALL
0304.89.10.90,Other,"[""kg""]",,ALL
0304.89.50,Other,,Free,ALL
0304.89.50.03,Yellow perch,"[""kg""]",,ALL
0304.89.50.06,Pike perch (including yellow pike),"[""kg""]",,ALL
0304.89.50.09,Other,"[""kg""]",,ALL
0304.89.50.15,Pickerel,"[""kg""]",,ALL
0304.89.50.20,Pike,"[""kg""]",,ALL
0304.89.50.25,Sauger,"[""kg""]",,ALL
0304.89.50.30,Other,"[""kg""]",,ALL
0304.89.50.35,Atlantic ocean perch,"[""kg""]",,ALL
0304.89.50.40,Other ocean perch,"[""kg""]",,ALL
0304.89.50.45,Ocean catfish (wolf fish),"[""kg""]",,ALL
0304.89.50.50,Orange roughy (Hoplostethus atlanticus),"[""kg""]",,ALL
0304.89.50.55,Dolphin (Mahi mahi) (Coryphaena spp.),"[""kg""]",,ALL
0304.89.50.60,Cusk,"[""kg""]",,ALL
0304.89.50.91,Other,"[""kg""]",,ALL
0304.91.10.00,In bulk or in immediate containers weighing with their contents over 6.8 kg each,"[""kg""]",Free,ALL
0304.91.90.00,Other,"[""kg""]",6.00%,ALL
0304.92.10.00,In bulk or in immediate containers weighing with their contents over 6.8 kg each,"[""kg""]",Free,ALL
0304.92.90.00,Other,"[""kg""]",6.00%,ALL
0304.93.10,In bulk or in immediate containers weighing with their contents over 6.8 kg each,,Free,ALL
0304.93.10.05,Surimi,"[""kg""]",,ALL
0304.93.10.10,Other,"[""kg""]",,ALL
0304.93.10.90,Other,"[""kg""]",,ALL
0304.93.90.00,Other,"[""kg""]",6.00%,ALL
0304.94.10,In bulk or in immediate containers weighing with their contents over 6.8 kg each,,Free,ALL
0304.94.10.05,Surimi,"[""kg""]",,ALL
0304.94.10.10,Other,"[""kg""]",,ALL
0304.94.10.90,Other,"[""kg""]",,ALL
0304.94.90.00,Other,"[""kg""]",6.00%,ALL
0304.95.10,In bulk or in immediate containers weighing with their contents over 6.8 kg each,,Free,ALL
0304.95.10.05,Surimi,"[""kg""]",,ALL
0304.95.10.10,Cod,"[""kg""]",,ALL
0304.95.10.15,Other,"[""kg""]",,ALL
0304.95.10.20,Cod,"[""kg""]",,ALL
0304.95.10.25,Haddock,"[""kg""]",,ALL
0304.95.10.30,Pollock,"[""kg""]",,ALL
0304.95.10.90,Other,"[""kg""]",,ALL
0304.95.90.00,Other,"[""kg""]",6.00%,ALL
0304.96.00.00,Dogfish and other sharks,"[""kg""]",6.00%,ALL
0304.97.00.00,Rays and skates (Rajidae),"[""kg""]",6.00%,ALL
0304.99.11,In bulk or in immediate containers weighing with their contents over 6.8 kg each,,Free,ALL
0304.99.11.04,Surimi,"[""kg""]",,ALL
0304.99.11.09,Other,"[""kg""]",,ALL
0304.99.11.50,Sole,"[""kg""]",,ALL
0304.99.11.60,Greenland turbot (Greenland halibut) (Reinhardtius hippoglossoides),"[""kg""]",,ALL
0304.99.11.70,Ocean perch,"[""kg""]",,ALL
0304.99.11.82,Pike,"[""kg""]",,ALL
0304.99.11.83,Whitefish,"[""kg""]",,ALL
0304.99.11.84,Fresh-water,"[""kg""]",,ALL
0304.99.11.90,Tuna [of genus Thunnus and of fish of the genus Euthynnus(Katsuwonus) pelamis],"[""kg""]",,ALL
0304.99.11.94,Other,"[""kg""]",,ALL
0304.99.91,Other,,6.00%,ALL
0304.99.91.90,Ocean,"[""kg""]",,ALL
0304.99.91.92,Other,"[""kg""]",,ALL
0305.20.20.00,Sturgeon roe,"[""kg""]",7.50%,ALL
0305.20.40,Other,,Free,ALL
0305.20.40.20,Salmon roe,"[""kg""]",,ALL
0305.20.40.40,Herring roe,"[""kg""]",,ALL
0305.20.40.65,Other,"[""kg""]",,ALL
0305.31.01.00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","[""kg""]",Free,ALL
0305.32.00,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,Free,ALL
0305.32.00.10,Cod,"[""kg""]",,ALL
0305.32.00.90,Other,"[""kg""]",,ALL
0305.39.20.00,"Herrings, in immediate containers weighing with their contents 6.8 kg or less each","[""kg""]",4.00%,ALL
0305.39.40.00,"Mackerel, in immediate containers weighing with their contents 6.8 kg or less each","[""kg""]",5.00%,ALL
0305.39.61,Other,,Free,ALL
0305.39.61.10,Herring,"[""kg""]",,ALL
0305.39.61.80,Other,"[""kg""]",,ALL
0305.41.00.00,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus),Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","[""kg""]",5.00%,ALL
0305.42.00,"Herrings (Clupea harengus, Clupea pallasii)",,Free,ALL
0305.42.00.20,Whole or beheaded but not otherwise processed,"[""kg""]",,ALL
0305.42.00.50,Boneless,"[""kg""]",,ALL
0305.42.00.60,Other,"[""kg""]",,ALL
0305.43.00.00,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","[""kg""]",Free,ALL
0305.44.01.00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","[""kg""]",Free,ALL
0305.49.20.00,Mackerel,"[""kg""]",Free,ALL
0305.49.40,Other,,Free,ALL
0305.49.40.20,"Cod, cusk, haddock, hake (Urophycis spp.) and pollock","[""kg""]",,ALL
0305.49.40.45,Other,"[""kg""]",,ALL
0305.51.00.00,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","[""kg""]",Free,ALL
0305.52.00.00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","[""kg""]",Free,ALL
